,Date,,Message,Code,Parameter_From,Parameter_To
1078,2/5/18 8:11,2,Button Change: Detection status of crimp error 2 is to ON,2576,1,
1079,2/5/18 8:11,2,Button Change: Detection status of no terminal 2 is to ON,2578,1,
1080,2/5/18 8:11,2,Button Change: Detection status of terminal overload 2 is to ON,2580,1,
1081,2/5/18 8:13,2,Button Change: NORMAL is to OFF,257,0,
1082,2/5/18 8:13,2,Button Change: SAMPLE is to ON,261,1,
1083,2/5/18 8:13,3,Error Message: Stop before the waster eject is Occurred,70,1,
1084,2/5/18 8:13,3,Error Message: Stop before the waster eject is Cancel,70,0,
1085,2/5/18 8:13,3,Error Message: Stop before the waster eject is Occurred,70,1,
1086,2/5/18 8:13,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
1087,2/5/18 8:13,3,Error Message: Stop before the waster eject is Cancel,70,0,
1088,2/5/18 8:13,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Cancel,82,0,
1089,2/5/18 8:14,2,Button Change: CFM Teaching status is to ON,1806,1,
1090,2/5/18 8:14,1,Work Data Change: Crimp Height 2 is from 0.91 to 0.85,1282,0.91,0.85
1091,2/5/18 8:17,1,Work Data Change: Wire Length is from 1635 to 1263,257,1635,1263
1092,2/5/18 8:18,2,Button Change: NORMAL is to ON,257,1,
1093,2/5/18 8:18,2,Button Change: SAMPLE is to OFF,261,0,
1094,2/5/18 8:18,2,Button Change: CFM Teaching status is to OFF,1806,0,
1095,2/5/18 8:18,1,Work Data Change: Crimp Position 1 is from 10.0 to 10.1,1025,10,10.1
1096,2/5/18 8:19,1,Work Data Change: Strip Length 2 is from 2.5 to 2.3,769,2.5,2.3
1097,2/5/18 8:20,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1098,2/5/18 8:21,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1099,2/5/18 8:21,3,Error Message: Stop before the waster eject is Occurred,70,1,
1100,2/5/18 8:21,3,Error Message: Stop before the waster eject is Cancel,70,0,
1101,2/5/18 8:24,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1102,2/5/18 8:24,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1103,2/5/18 8:24,3,Error Message: Stop before the waster eject is Occurred,70,1,
1104,2/5/18 8:24,3,Error Message: Stop before the waster eject is Cancel,70,0,
1105,2/5/18 8:34,3,Error Message: Feed roller is opened is Occurred,114,1,
1106,2/5/18 8:34,3,Error Message: Feed roller is opened is Cancel,114,0,
1107,2/5/18 8:36,2,Button Change: NORMAL is to OFF,257,0,
1108,2/5/18 8:36,2,Button Change: SAMPLE is to ON,261,1,
1109,2/5/18 8:36,3,Error Message: Stop before the waster eject is Occurred,70,1,
1110,2/5/18 8:36,3,Error Message: Stop before the waster eject is Cancel,70,0,
1111,2/5/18 8:36,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1112,2/5/18 8:36,3,Error Message: Defect detection: Side 2 seal miss-insert is Occurred,63,1,
1113,2/5/18 8:36,3,Error Message: Stop before the waster eject is Occurred,70,1,
1114,2/5/18 8:36,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1115,2/5/18 8:36,3,Error Message: Defect detection: Side 2 seal miss-insert is Cancel,63,0,
1116,2/5/18 8:36,3,Error Message: Stop before the waster eject is Cancel,70,0,
1117,2/5/18 8:36,3,Error Message: Stop before the waster eject is Occurred,70,1,
1118,2/5/18 8:36,3,Error Message: Stop before the waster eject is Cancel,70,0,
1119,2/5/18 8:37,2,Button Change: NORMAL is to ON,257,1,
1120,2/5/18 8:37,2,Button Change: SAMPLE is to OFF,261,0,
1121,2/5/18 8:38,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1122,2/5/18 8:38,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1123,2/5/18 8:38,3,Error Message: Stop before the waster eject is Occurred,70,1,
1124,2/5/18 8:38,3,Error Message: Stop before the waster eject is Cancel,70,0,
1125,2/5/18 8:40,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1126,2/5/18 8:40,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1127,2/5/18 8:40,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1128,2/5/18 8:40,3,Error Message: Stop before the waster eject is Occurred,70,1,
1129,2/5/18 8:40,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1130,2/5/18 8:40,3,Error Message: Stop before the waster eject is Cancel,70,0,
1131,2/5/18 8:40,3,Error Message: Stop before the waster eject is Occurred,70,1,
1132,2/5/18 8:40,3,Error Message: Stop before the waster eject is Cancel,70,0,
1133,2/5/18 8:43,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1134,2/5/18 8:45,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1135,2/5/18 8:47,3,Error Message: Stop before the waster eject is Occurred,70,1,
1136,2/5/18 8:47,3,Error Message: Stop before the waster eject is Cancel,70,0,
1137,2/5/18 8:48,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1138,2/5/18 8:48,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1139,2/5/18 8:48,3,Error Message: Stop before the waster eject is Occurred,70,1,
1140,2/5/18 8:48,3,Error Message: Stop before the waster eject is Cancel,70,0,
1141,2/5/18 8:52,1,Work Data Change: Wire Length is from 1263 to 1665,257,1263,1665
1142,2/5/18 8:52,2,Button Change: NORMAL is to OFF,257,0,
1143,2/5/18 8:52,2,Button Change: SAMPLE is to ON,261,1,
1144,2/5/18 8:52,2,Button Change: NORMAL is to ON,257,1,
1145,2/5/18 8:52,2,Button Change: SAMPLE is to OFF,261,0,
1146,2/5/18 8:53,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1147,2/5/18 8:53,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1148,2/5/18 8:53,3,Error Message: Stop before the waster eject is Occurred,70,1,
1149,2/5/18 8:54,3,Error Message: Stop before the waster eject is Cancel,70,0,
1150,2/5/18 8:58,1,Work Data Change: Wire Length is from 1665 to 1635,257,1665,1635
1151,2/5/18 8:58,2,Button Change: NORMAL is to OFF,257,0,
1152,2/5/18 8:58,2,Button Change: SAMPLE is to ON,261,1,
1153,2/5/18 8:58,2,Button Change: NORMAL is to ON,257,1,
1154,2/5/18 8:58,2,Button Change: SAMPLE is to OFF,261,0,
1155,2/5/18 8:58,3,Error Message: Stop before the waster eject is Occurred,70,1,
1156,2/5/18 8:58,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
1157,2/5/18 8:58,3,Error Message: Stop before the waster eject is Cancel,70,0,
1158,2/5/18 8:58,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Cancel,82,0,
1159,2/5/18 9:00,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1160,2/5/18 9:00,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1161,2/5/18 9:00,3,Error Message: Stop before the waster eject is Occurred,70,1,
1162,2/5/18 9:00,3,Error Message: Stop before the waster eject is Cancel,70,0,
1163,2/5/18 9:00,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1164,2/5/18 9:01,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1165,2/5/18 9:01,3,Error Message: Stop before the waster eject is Occurred,70,1,
1166,2/5/18 9:01,3,Error Message: Stop before the waster eject is Cancel,70,0,
1167,2/5/18 9:02,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1168,2/5/18 9:02,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1169,2/5/18 9:02,3,Error Message: Stop before the waster eject is Occurred,70,1,
1170,2/5/18 9:02,3,Error Message: Stop before the waster eject is Cancel,70,0,
1171,2/5/18 9:05,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1172,2/5/18 9:05,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1173,2/5/18 9:05,3,Error Message: Stop before the waster eject is Occurred,70,1,
1174,2/5/18 9:05,3,Error Message: Stop before the waster eject is Cancel,70,0,
1175,2/5/18 9:07,2,Button Change: NORMAL is to OFF,257,0,
1176,2/5/18 9:07,2,Button Change: EJECT is to ON,258,1,
1177,2/5/18 9:11,3,Error Message: Feed roller is opened is Occurred,114,1,
1178,2/5/18 9:13,3,Error Message: Feed roller is opened is Cancel,114,0,
1179,2/5/18 9:14,1,Work Data Change: Wire Length is from 1635 to 1587,257,1635,1587
1180,2/5/18 9:15,2,Button Change: SAMPLE is to ON,261,1,
1181,2/5/18 9:15,2,Button Change: EJECT is to OFF,258,0,
1182,2/5/18 9:15,3,Error Message: Stop before the waster eject is Occurred,70,1,
1183,2/5/18 9:15,3,Error Message: Stop before the waster eject is Cancel,70,0,
1184,2/5/18 9:15,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1185,2/5/18 9:15,3,Error Message: Defect detection: Side 2 seal miss-insert is Occurred,63,1,
1186,2/5/18 9:15,3,Error Message: Stop before the waster eject is Occurred,70,1,
1187,2/5/18 9:15,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1188,2/5/18 9:15,3,Error Message: Defect detection: Side 2 seal miss-insert is Cancel,63,0,
1189,2/5/18 9:15,3,Error Message: Stop before the waster eject is Cancel,70,0,
1190,2/5/18 9:15,3,Error Message: Stop before the waster eject is Occurred,70,1,
1191,2/5/18 9:15,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
1192,2/5/18 9:15,3,Error Message: Stop before the waster eject is Cancel,70,0,
1193,2/5/18 9:15,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Cancel,82,0,
1194,2/5/18 9:15,2,Button Change: NORMAL is to ON,257,1,
1195,2/5/18 9:15,2,Button Change: SAMPLE is to OFF,261,0,
1196,2/5/18 9:15,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1197,2/5/18 9:15,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1198,2/5/18 9:15,3,Error Message: Stop before the waster eject is Occurred,70,1,
1199,2/5/18 9:15,3,Error Message: Stop before the waster eject is Cancel,70,0,
1200,2/5/18 9:16,3,Error Message: Abnormal feed deflection is Occurred,32,1,
1201,2/5/18 9:16,3,Error Message: Abnormal feed deflection is Cancel,32,0,
1202,2/5/18 9:17,3,Error Message: Stop before the waster eject is Occurred,70,1,
1203,2/5/18 9:17,3,Error Message: Stop before the waster eject is Cancel,70,0,
1204,2/5/18 9:22,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1205,2/5/18 9:22,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1206,2/5/18 9:22,3,Error Message: Stop before the waster eject is Occurred,70,1,
1207,2/5/18 9:22,3,Error Message: Stop before the waster eject is Cancel,70,0,
1208,2/5/18 9:23,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1209,2/5/18 9:23,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1210,2/5/18 9:23,3,Error Message: Stop before the waster eject is Occurred,70,1,
1211,2/5/18 9:23,3,Error Message: Stop before the waster eject is Cancel,70,0,
1212,2/5/18 9:24,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1213,2/5/18 9:24,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1214,2/5/18 9:24,3,Error Message: Stop before the waster eject is Occurred,70,1,
1215,2/5/18 9:24,3,Error Message: Stop before the waster eject is Cancel,70,0,
1216,2/5/18 9:26,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1217,2/5/18 9:26,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1218,2/5/18 9:26,3,Error Message: Stop before the waster eject is Occurred,70,1,
1219,2/5/18 9:26,3,Error Message: Stop before the waster eject is Cancel,70,0,
1220,2/5/18 9:27,3,Error Message: Stop before the waster eject is Occurred,70,1,
1221,2/5/18 9:27,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
1222,2/5/18 9:28,3,Error Message: Stop before the waster eject is Cancel,70,0,
1223,2/5/18 9:28,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Cancel,82,0,
1224,2/5/18 9:28,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1225,2/5/18 9:28,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1226,2/5/18 9:28,3,Error Message: Stop before the waster eject is Occurred,70,1,
1227,2/5/18 9:28,3,Error Message: Stop before the waster eject is Cancel,70,0,
1228,2/5/18 9:31,1,Work Data Change: Wire Length is from 1587 to 1662,257,1587,1662
1229,2/5/18 9:31,2,Button Change: NORMAL is to OFF,257,0,
1230,2/5/18 9:31,2,Button Change: SAMPLE is to ON,261,1,
1231,2/5/18 9:31,2,Button Change: NORMAL is to ON,257,1,
1232,2/5/18 9:31,2,Button Change: SAMPLE is to OFF,261,0,
1233,2/5/18 9:32,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1234,2/5/18 9:32,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1235,2/5/18 9:32,3,Error Message: Stop before the waster eject is Occurred,70,1,
1236,2/5/18 9:32,3,Error Message: Stop before the waster eject is Cancel,70,0,
1237,2/5/18 9:32,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1238,2/5/18 9:32,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1239,2/5/18 9:32,2,Button Change: NORMAL is to OFF,257,0,
1240,2/5/18 9:32,2,Button Change: EJECT is to ON,258,1,
1241,2/5/18 9:32,3,Error Message: Stop before the waster eject is Occurred,70,1,
1242,2/5/18 9:32,3,Error Message: Stop before the waster eject is Cancel,70,0,
1243,2/5/18 9:32,3,Error Message: Feed roller is opened is Occurred,114,1,
1244,2/5/18 9:32,3,Error Message: Feed roller is opened is Cancel,114,0,
1245,2/5/18 9:33,2,Button Change: NORMAL is to ON,257,1,
1246,2/5/18 9:33,2,Button Change: EJECT is to OFF,258,0,
1247,2/5/18 9:33,3,Error Message: Abnormal feed deflection is Occurred,32,1,
1248,2/5/18 9:33,3,Error Message: Stop before the waster eject is Occurred,70,1,
1249,2/5/18 9:33,3,Error Message: Stop before the waster eject is Cancel,70,0,
1250,2/5/18 9:33,3,Error Message: Abnormal feed deflection is Cancel,32,0,
1251,2/5/18 9:34,3,Error Message: Stop before the waster eject is Occurred,70,1,
1252,2/5/18 9:34,3,Error Message: Stop before the waster eject is Cancel,70,0,
1253,2/5/18 9:34,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
1254,2/5/18 9:34,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
1255,2/5/18 9:34,2,Button Change: Strip teaching status 1 is to ON,2053,1,
1256,2/5/18 9:34,2,Button Change: Strip teaching status 1 is to OFF,2053,0,
1257,2/5/18 9:34,3,Error Message: Stop before the waster eject is Occurred,70,1,
1258,2/5/18 9:34,3,Error Message: Stop before the waster eject is Cancel,70,0,
1259,2/5/18 9:34,3,Error Message: Eject the teaching wire. is Occurred,80,1,
1260,2/5/18 9:34,3,Error Message: Eject the teaching wire. is Cancel,80,0,
1261,2/5/18 9:41,1,Work Data Change: Wire Length is from 1662 to 1695,257,1662,1695
1262,2/5/18 9:42,3,Error Message: Feed roller is opened is Occurred,114,1,
1263,2/5/18 9:42,3,Error Message: Feed roller is opened is Cancel,114,0,
1264,2/5/18 9:42,2,Button Change: NORMAL is to OFF,257,0,
1265,2/5/18 9:42,2,Button Change: SAMPLE is to ON,261,1,
1266,2/5/18 9:42,3,Error Message: Stop before the waster eject is Occurred,70,1,
1267,2/5/18 9:42,3,Error Message: Stop before the waster eject is Cancel,70,0,
1268,2/5/18 9:42,2,Button Change: NORMAL is to ON,257,1,
1269,2/5/18 9:42,2,Button Change: SAMPLE is to OFF,261,0,
1270,2/5/18 9:44,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1271,2/5/18 9:44,3,Error Message: Stop before the waster eject is Occurred,70,1,
1272,2/5/18 9:44,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1273,2/5/18 9:44,3,Error Message: Stop before the waster eject is Cancel,70,0,
1274,2/5/18 9:44,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1275,2/5/18 9:44,3,Error Message: Stop before the waster eject is Occurred,70,1,
1276,2/5/18 9:45,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1277,2/5/18 9:45,3,Error Message: Stop before the waster eject is Cancel,70,0,
1278,2/5/18 9:46,3,Error Message: Abnormal feed deflection is Occurred,32,1,
1279,2/5/18 9:46,3,Error Message: Abnormal feed deflection is Cancel,32,0,
1280,2/5/18 9:46,3,Error Message: Stop before the waster eject is Occurred,70,1,
1281,2/5/18 9:46,3,Error Message: Stop before the waster eject is Cancel,70,0,
1282,2/5/18 9:46,2,Button Change: NORMAL is to OFF,257,0,
1283,2/5/18 9:46,2,Button Change: EJECT is to ON,258,1,
1284,2/5/18 9:50,2,Button Change: NORMAL is to ON,257,1,
1285,2/5/18 9:50,2,Button Change: EJECT is to OFF,258,0,
1286,2/5/18 9:51,3,Error Message: Wire joint is Occurred,28,1,
1287,2/5/18 9:51,3,Error Message: Wire joint is Cancel,28,0,
1288,2/5/18 9:51,3,Error Message: Stop before the waster eject is Occurred,70,1,
1289,2/5/18 9:51,3,Error Message: Stop before the waster eject is Cancel,70,0,
1290,2/5/18 9:51,3,Error Message: Stop before the waster eject is Occurred,70,1,
1291,2/5/18 9:51,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
1292,2/5/18 9:51,3,Error Message: Stop before the waster eject is Cancel,70,0,
1293,2/5/18 9:51,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Cancel,82,0,
1294,2/5/18 9:51,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1295,2/5/18 9:51,3,Error Message: Stop before the waster eject is Occurred,70,1,
1296,2/5/18 9:51,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1297,2/5/18 9:51,3,Error Message: Stop before the waster eject is Cancel,70,0,
1298,2/5/18 9:51,3,Error Message: Wire overload is Occurred,27,1,
1299,2/5/18 9:51,3,Error Message: Wire overload is Cancel,27,0,
1300,2/5/18 9:51,3,Error Message: Stop before the waster eject is Occurred,70,1,
1301,2/5/18 9:51,3,Error Message: Stop before the waster eject is Cancel,70,0,
1302,2/5/18 9:51,3,Error Message: Stop before the waster eject is Occurred,70,1,
1303,2/5/18 9:51,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
1304,2/5/18 9:51,3,Error Message: Stop before the waster eject is Cancel,70,0,
1305,2/5/18 9:51,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Cancel,82,0,
1306,2/5/18 9:51,2,Button Change: CFM Teaching status is to ON,1806,1,
1307,2/5/18 9:53,1,Work Data Change: Wire Length is from 1695 to 1623,257,1695,1623
1308,2/5/18 9:53,2,Button Change: NORMAL is to OFF,257,0,
1309,2/5/18 9:53,2,Button Change: SAMPLE is to ON,261,1,
1310,2/5/18 9:53,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1311,2/5/18 9:53,3,Error Message: Stop before the waster eject is Occurred,70,1,
1312,2/5/18 9:53,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1313,2/5/18 9:53,3,Error Message: Stop before the waster eject is Cancel,70,0,
1314,2/5/18 9:53,2,Button Change: NORMAL is to ON,257,1,
1315,2/5/18 9:53,2,Button Change: SAMPLE is to OFF,261,0,
1316,2/5/18 9:53,2,Button Change: CFM Teaching status is to OFF,1806,0,
1317,2/5/18 9:53,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1318,2/5/18 9:53,3,Error Message: Stop before the waster eject is Occurred,70,1,
1319,2/5/18 9:53,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1320,2/5/18 9:53,3,Error Message: Stop before the waster eject is Cancel,70,0,
1321,2/5/18 9:53,2,Button Change: Strip teaching status 2 is to ON,2055,1,
1322,2/5/18 9:53,2,Button Change: Strip teaching status 2 is to OFF,2055,0,
1323,2/5/18 9:53,3,Error Message: Eject the teaching wire. is Occurred,80,1,
1324,2/5/18 9:53,3,Error Message: Eject the teaching wire. is Cancel,80,0,
1325,2/5/18 9:53,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1326,2/5/18 9:53,3,Error Message: Stop before the waster eject is Occurred,70,1,
1327,2/5/18 9:53,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1328,2/5/18 9:53,3,Error Message: Stop before the waster eject is Cancel,70,0,
1329,2/5/18 9:54,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1330,2/5/18 9:54,3,Error Message: Stop before the waster eject is Occurred,70,1,
1331,2/5/18 9:54,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1332,2/5/18 9:54,3,Error Message: Stop before the waster eject is Cancel,70,0,
1333,2/5/18 9:54,3,Error Message: Return the ejector unit is Occurred,85,1,
1334,2/5/18 9:54,3,Error Message: Return the ejector unit is Cancel,85,0,
1335,2/5/18 9:55,3,Error Message: Abnormal feed deflection is Occurred,32,1,
1336,2/5/18 9:55,3,Error Message: Abnormal feed deflection is Cancel,32,0,
1337,2/5/18 9:55,3,Error Message: Feed roller is opened is Occurred,114,1,
1338,2/5/18 9:55,3,Error Message: Feed roller is opened is Cancel,114,0,
1339,2/5/18 9:55,3,Error Message: Feed roller is opened is Occurred,114,1,
1340,2/5/18 9:56,3,Error Message: Abnormal feed deflection is Occurred,32,1,
1341,2/5/18 9:56,3,Error Message: Abnormal feed deflection is Cancel,32,0,
1342,2/5/18 9:56,3,Error Message: Abnormal feed deflection is Occurred,32,1,
1343,2/5/18 9:56,3,Error Message: Feed roller is opened is Cancel,114,0,
1344,2/5/18 9:56,3,Error Message: Abnormal feed deflection is Cancel,32,0,
1345,2/5/18 9:56,3,Error Message: Stop before the waster eject is Occurred,70,1,
1346,2/5/18 9:56,3,Error Message: Stop before the waster eject is Cancel,70,0,
1347,2/5/18 9:56,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1348,2/5/18 9:56,3,Error Message: Stop before the waster eject is Occurred,70,1,
1349,2/5/18 9:56,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1350,2/5/18 9:56,3,Error Message: Stop before the waster eject is Cancel,70,0,
1351,2/5/18 9:56,2,Button Change: Strip teaching status 2 is to ON,2055,1,
1352,2/5/18 9:57,2,Button Change: Strip teaching status 2 is to OFF,2055,0,
1353,2/5/18 9:57,3,Error Message: Eject the teaching wire. is Occurred,80,1,
1354,2/5/18 9:57,3,Error Message: Eject the teaching wire. is Cancel,80,0,
1355,2/5/18 9:57,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1356,2/5/18 9:57,3,Error Message: Stop before the waster eject is Occurred,70,1,
1357,2/5/18 9:57,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1358,2/5/18 9:57,3,Error Message: Stop before the waster eject is Cancel,70,0,
1359,2/5/18 9:57,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1360,2/5/18 9:57,3,Error Message: Defect detection: Side 2 seal miss-insert is Occurred,63,1,
1361,2/5/18 9:57,3,Error Message: Stop before the waster eject is Occurred,70,1,
1362,2/5/18 9:57,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1363,2/5/18 9:57,3,Error Message: Defect detection: Side 2 seal miss-insert is Cancel,63,0,
1364,2/5/18 9:57,3,Error Message: Stop before the waster eject is Cancel,70,0,
1365,2/5/18 9:57,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1366,2/5/18 9:57,3,Error Message: Stop before the waster eject is Occurred,70,1,
1367,2/5/18 9:57,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1368,2/5/18 9:57,3,Error Message: Stop before the waster eject is Cancel,70,0,
1369,2/5/18 9:57,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1370,2/5/18 9:57,3,Error Message: Stop before the waster eject is Occurred,70,1,
1371,2/5/18 9:57,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1372,2/5/18 9:57,3,Error Message: Stop before the waster eject is Cancel,70,0,
1373,2/5/18 9:57,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1374,2/5/18 9:57,3,Error Message: Stop before the waster eject is Occurred,70,1,
1375,2/5/18 9:57,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1376,2/5/18 9:57,3,Error Message: Stop before the waster eject is Cancel,70,0,
1377,2/5/18 9:58,2,Button Change: Strip teaching status 2 is to ON,2055,1,
1378,2/5/18 9:58,2,Button Change: Strip teaching status 2 is to OFF,2055,0,
1379,2/5/18 9:58,3,Error Message: Eject the teaching wire. is Occurred,80,1,
1380,2/5/18 9:58,3,Error Message: Eject the teaching wire. is Cancel,80,0,
1381,2/5/18 9:58,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1382,2/5/18 9:58,3,Error Message: Stop before the waster eject is Occurred,70,1,
1383,2/5/18 9:58,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1384,2/5/18 9:58,3,Error Message: Stop before the waster eject is Cancel,70,0,
1385,2/5/18 9:58,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1386,2/5/18 9:58,3,Error Message: Stop before the waster eject is Occurred,70,1,
1387,2/5/18 9:58,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1388,2/5/18 9:58,3,Error Message: Stop before the waster eject is Cancel,70,0,
1389,2/5/18 10:00,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1390,2/5/18 10:00,3,Error Message: Defect detection: Side 2 seal miss-insert is Occurred,63,1,
1391,2/5/18 10:00,3,Error Message: Stop before the waster eject is Occurred,70,1,
1392,2/5/18 10:00,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1393,2/5/18 10:00,3,Error Message: Defect detection: Side 2 seal miss-insert is Cancel,63,0,
1394,2/5/18 10:00,3,Error Message: Stop before the waster eject is Cancel,70,0,
1395,2/5/18 10:00,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1396,2/5/18 10:00,3,Error Message: Defect detection: Side 2 seal miss-insert is Occurred,63,1,
1397,2/5/18 10:00,3,Error Message: Stop before the waster eject is Occurred,70,1,
1398,2/5/18 10:00,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1399,2/5/18 10:00,3,Error Message: Defect detection: Side 2 seal miss-insert is Cancel,63,0,
1400,2/5/18 10:00,3,Error Message: Stop before the waster eject is Cancel,70,0,
1401,2/5/18 10:00,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
1402,2/5/18 10:00,3,Error Message: Defect detection: Side 2 seal miss-insert is Occurred,63,1,
1403,2/5/18 10:00,3,Error Message: Stop before the waster eject is Occurred,70,1,
1404,2/5/18 10:00,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
1405,2/5/18 10:00,3,Error Message: Defect detection: Side 2 seal miss-insert is Cancel,63,0,
1406,2/5/18 10:00,3,Error Message: Stop before the waster eject is Cancel,70,0,
1407,2/5/18 10:01,3,Error Message: Stop before the waster eject is Occurred,70,1,
1408,2/5/18 10:01,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
