Date,Unknown,Message,Code,Parameter_from,Parameter_to
8/5/18 8:06,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 8:06,2,Button Change: Strip teaching status 1 is to ON,2053,1,
8/5/18 8:06,2,Button Change: Strip teaching status 2 is to ON,2055,1,
8/5/18 8:06,1,Work Data Change: Strip Depth (Open length) is from 0.35 to 0.30,515,0.35,0.3
8/5/18 8:06,2,Button Change: Strip teaching status 2 is to OFF,2055,0,
8/5/18 8:06,2,Button Change: Strip teaching status 1 is to OFF,2053,0,
8/5/18 8:06,3,Error Message: Eject the teaching wire. is Occurred,80,1,
8/5/18 8:06,3,Error Message: Eject the teaching wire. is Cancel,80,0,
8/5/18 8:06,3,Error Message: Eject the teaching wire. is Occurred,80,1,
8/5/18 8:06,3,Error Message: Eject the teaching wire. is Cancel,80,0,
8/5/18 8:07,1,Work Data Change: Strip Depth (Open length) is from 0.30 to 0.35,515,0.3,0.35
8/5/18 8:07,3,Error Message: Feed roller is opened is Occurred,114,1,
8/5/18 8:07,2,Button Change: Wire Loaded is to OFF,1815,0,
8/5/18 8:07,3,Error Message: Feed roller is opened is Cancel,114,0,
8/5/18 8:07,2,Button Change: Wire Loaded is to ON,1815,1,
8/5/18 8:09,1,Work Data Change: Crimp Height 1 is from 0.49 to 0.47,1026,0.49,0.47
8/5/18 8:09,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 8:09,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 8:11,2,Button Change: CFM Teaching status is to ON,1806,1,
8/5/18 8:11,2,Button Change: NORMAL is to ON,257,1,
8/5/18 8:11,2,Button Change: SAMPLE is to OFF,261,0,
8/5/18 8:11,2,Button Change: CFM Teaching status is to OFF,1806,0,
8/5/18 8:18,1,Work Data Change: Wire Length is from 2620 to 1780,257,2620,1780
8/5/18 8:18,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 8:18,2,Button Change: SAMPLE is to ON,261,1,
8/5/18 8:19,2,Button Change: NORMAL is to ON,257,1,
8/5/18 8:19,2,Button Change: SAMPLE is to OFF,261,0,
8/5/18 8:22,1,Work Data Change: Strip Length 1 is from 2.9 to 2.7,513,2.9,2.7
8/5/18 8:25,1,Work Data Change: Crimp Position 1 is from 10.8 to 10.6,1025,10.8,10.6
8/5/18 8:29,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 8:29,2,Button Change: EJECT is to ON,258,1,
8/5/18 8:33,3,Error Message: Feed roller is opened is Occurred,114,1,
8/5/18 8:33,2,Button Change: Wire Loaded is to OFF,1815,0,
8/5/18 8:34,2,Button Change: Wire Loaded is to ON,1815,1,
8/5/18 8:34,3,Error Message: Feed roller is opened is Cancel,114,0,
8/5/18 8:34,3,Error Message: Servo Alarm: Feed is Occurred,11,1,
8/5/18 8:34,3,Error Message: Servo Alarm: Side 1 slider is Occurred,12,1,
8/5/18 8:34,3,Error Message: Servo Alarm: Swing is Occurred,13,1,
8/5/18 8:34,3,Error Message: Servo Alarm: Side 2 slider is Occurred,15,1,
8/5/18 8:34,3,Error Message: Servo Alarm: Transfer is Occurred,16,1,
8/5/18 8:34,3,Error Message: Servo Alarm: Side 1 stripper is Occurred,18,1,
8/5/18 8:34,3,Error Message: Servo Alarm: Side 2 stripper is Occurred,19,1,
8/5/18 8:34,3,Error Message: Servo Alarm: Ejector is Occurred,20,1,
8/5/18 8:34,3,Error Message: Servo Alarm: Side 1  crimper is Occurred,14,1,
8/5/18 8:34,3,Error Message: Servo Alarm: Side 2 crimper is Occurred,17,1,
8/5/18 8:34,3,Error Message: Emergency Stop is Occurred,21,1,
8/5/18 8:34,3,Error Message: Air pressure drop is Occurred,23,1,
8/5/18 8:35,3,Error Message: Servo Alarm: Feed is Cancel,11,0,
8/5/18 8:35,3,Error Message: Servo Alarm: Side 1 slider is Cancel,12,0,
8/5/18 8:35,3,Error Message: Servo Alarm: Swing is Cancel,13,0,
8/5/18 8:35,3,Error Message: Servo Alarm: Side 1  crimper is Cancel,14,0,
8/5/18 8:35,3,Error Message: Servo Alarm: Side 2 slider is Cancel,15,0,
8/5/18 8:35,3,Error Message: Servo Alarm: Transfer is Cancel,16,0,
8/5/18 8:35,3,Error Message: Servo Alarm: Side 2 crimper is Cancel,17,0,
8/5/18 8:35,3,Error Message: Servo Alarm: Side 1 stripper is Cancel,18,0,
8/5/18 8:35,3,Error Message: Servo Alarm: Side 2 stripper is Cancel,19,0,
8/5/18 8:35,3,Error Message: Servo Alarm: Ejector is Cancel,20,0,
8/5/18 8:35,3,Error Message: Emergency Stop is Cancel,21,0,
8/5/18 8:35,3,Error Message: Air pressure drop is Cancel,23,0,
8/5/18 8:35,2,Button Change: SAMPLE is to ON,261,1,
8/5/18 8:35,2,Button Change: EJECT is to OFF,258,0,
8/5/18 8:36,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 8:36,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 8:37,1,Work Data Change: Wire Length is from 1780 to 2620,257,1780,2620
8/5/18 8:37,2,Button Change: NORMAL is to ON,257,1,
8/5/18 8:37,2,Button Change: SAMPLE is to OFF,261,0,
8/5/18 8:44,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 8:44,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 8:44,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 8:44,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 8:51,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 8:51,2,Button Change: SAMPLE is to ON,261,1,
8/5/18 8:52,2,Button Change: NORMAL is to ON,257,1,
8/5/18 8:52,2,Button Change: SAMPLE is to OFF,261,0,
8/5/18 8:53,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 8:53,2,Button Change: EJECT is to ON,258,1,
8/5/18 8:53,2,Button Change: TEST is to ON,259,1,
8/5/18 8:53,2,Button Change: EJECT is to OFF,258,0,
8/5/18 8:53,2,Button Change: Crimp 1 Switch is to OFF,1281,0,
8/5/18 8:53,2,Button Change: Detection status of crimp error 1 is to OFF,2575,0,
8/5/18 8:53,2,Button Change: Detection status of no terminal 1 is to OFF,2577,0,
8/5/18 8:53,2,Button Change: Detection status of terminal overload 1 is to OFF,2579,0,
8/5/18 8:53,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 8:53,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
8/5/18 8:53,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 8:53,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Cancel,82,0,
8/5/18 8:54,2,Button Change: CFM Teaching status is to ON,1806,1,
8/5/18 8:54,2,Button Change: Crimp 1 Switch is to ON,1281,1,
8/5/18 8:54,2,Button Change: Detection status of crimp error 1 is to ON,2575,1,
8/5/18 8:54,2,Button Change: Detection status of no terminal 1 is to ON,2577,1,
8/5/18 8:54,2,Button Change: Detection status of terminal overload 1 is to ON,2579,1,
8/5/18 8:54,2,Button Change: NORMAL is to ON,257,1,
8/5/18 8:54,2,Button Change: TEST is to OFF,259,0,
8/5/18 8:54,2,Button Change: CFM Teaching status is to OFF,1806,0,
8/5/18 8:57,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 8:57,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
8/5/18 8:57,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 8:57,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Cancel,82,0,
8/5/18 8:57,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 8:57,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
8/5/18 8:58,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 8:58,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Cancel,82,0,
8/5/18 8:58,2,Button Change: CFM Teaching status is to ON,1806,1,
8/5/18 8:58,2,Button Change: CFM Teaching status is to OFF,1806,0,
8/5/18 8:59,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 8:59,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
8/5/18 8:59,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 8:59,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Cancel,82,0,
8/5/18 9:01,3,Error Message: Abnormal feed deflection is Occurred,32,1,
8/5/18 9:02,3,Error Message: Abnormal feed deflection is Cancel,32,0,
8/5/18 9:02,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:02,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:04,3,Error Message: Abnormal feed deflection is Occurred,32,1,
8/5/18 9:04,3,Error Message: Feed roller is opened is Occurred,114,1,
8/5/18 9:04,2,Button Change: Wire Loaded is to OFF,1815,0,
8/5/18 9:05,3,Error Message: Feed roller is opened is Cancel,114,0,
8/5/18 9:05,2,Button Change: Wire Loaded is to ON,1815,1,
8/5/18 9:05,3,Error Message: Abnormal feed deflection is Cancel,32,0,
8/5/18 9:05,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:05,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:05,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 9:05,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 9:06,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:06,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:06,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 9:06,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 9:06,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:06,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:08,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 9:08,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 9:08,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:08,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:08,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 9:08,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 9:08,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:08,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:09,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 9:09,2,Button Change: Strip teaching status 1 is to ON,2053,1,
8/5/18 9:09,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 9:09,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:09,2,Button Change: Strip teaching status 1 is to OFF,2053,0,
8/5/18 9:09,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:09,3,Error Message: Eject the teaching wire. is Occurred,80,1,
8/5/18 9:09,3,Error Message: Eject the teaching wire. is Cancel,80,0,
8/5/18 9:12,3,Error Message: No wire is Occurred,26,1,
8/5/18 9:12,3,Error Message: Wire joint is Occurred,28,1,
8/5/18 9:17,3,Error Message: Feed roller is opened is Occurred,114,1,
8/5/18 9:17,2,Button Change: Wire Loaded is to OFF,1815,0,
8/5/18 9:17,2,Button Change: Wire Loaded is to ON,1815,1,
8/5/18 9:17,3,Error Message: Feed roller is opened is Cancel,114,0,
8/5/18 9:18,3,Error Message: No wire is Cancel,26,0,
8/5/18 9:18,3,Error Message: Wire joint is Cancel,28,0,
8/5/18 9:19,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:19,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:20,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:20,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
8/5/18 9:20,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:20,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Cancel,82,0,
8/5/18 9:20,1,Work Data Change: Crimp Position 1 is from 10.6 to 10.7,1025,10.6,10.7
8/5/18 9:21,2,Button Change: CFM Teaching status is to ON,1806,1,
8/5/18 9:21,2,Button Change: CFM Teaching status is to OFF,1806,0,
8/5/18 9:24,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:24,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Occurred,82,1,
8/5/18 9:25,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:25,3,Error Message: Defect detection: Side2 miss-crimp (CFM) is Cancel,82,0,
8/5/18 9:25,1,Work Data Change: Crimp Position 2 is from 7.7 to 7.6,1281,7.7,7.6
8/5/18 9:25,1,Work Data Change: Crimp Position 2 is from 7.6 to 7.7,1281,7.6,7.7
8/5/18 9:25,1,Work Data Change: Strip Length 2 is from 4.4 to 4.3,769,4.4,4.3
8/5/18 9:26,1,Work Data Change: Crimp Position 1 is from 10.7 to 10.8,1025,10.7,10.8
8/5/18 9:28,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 9:28,2,Button Change: TEST is to ON,259,1,
8/5/18 9:28,2,Button Change: TEST is to OFF,259,0,
8/5/18 9:28,2,Button Change: EJECT is to ON,258,1,
8/5/18 9:28,2,Button Change: TEST is to ON,259,1,
8/5/18 9:28,2,Button Change: EJECT is to OFF,258,0,
8/5/18 9:29,2,Button Change: NORMAL is to ON,257,1,
8/5/18 9:29,2,Button Change: TEST is to OFF,259,0,
8/5/18 9:34,3,Error Message: Abnormal feed deflection is Occurred,32,1,
8/5/18 9:35,3,Error Message: Abnormal feed deflection is Cancel,32,0,
8/5/18 9:35,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:35,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:41,2,Button Change: Wire Loaded is to OFF,1815,0,
8/5/18 9:41,3,Error Message: Feed roller is opened is Occurred,114,1,
8/5/18 9:41,1,Work Data Change: Wire Length is from 2620 to 2605,257,2620,2605
8/5/18 9:41,1,Work Data Change: Strip Length 1 is from 2.7 to 3.7,513,2.7,3.7
8/5/18 9:41,2,Button Change: Crimp 1 Switch is to OFF,1281,0,
8/5/18 9:41,2,Button Change: Crimp 1 is to OFF,770,0,
8/5/18 9:41,2,Button Change: Detection status of crimp error 1 is to OFF,2575,0,
8/5/18 9:41,2,Button Change: Detection status of no terminal 1 is to OFF,2577,0,
8/5/18 9:41,2,Button Change: Detection status of terminal overload 1 is to OFF,2579,0,
8/5/18 9:41,3,Error Message: Feed roller is opened is Cancel,114,0,
8/5/18 9:41,2,Button Change: Wire Loaded is to ON,1815,1,
8/5/18 9:42,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 9:42,2,Button Change: SAMPLE is to ON,261,1,
8/5/18 9:42,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 9:42,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:42,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 9:42,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:42,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 9:42,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:42,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 9:42,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:42,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:42,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:42,2,Button Change: Strip teaching status 2 is to ON,2055,1,
8/5/18 9:42,2,Button Change: Strip teaching status 2 is to OFF,2055,0,
8/5/18 9:42,3,Error Message: Eject the teaching wire. is Occurred,80,1,
8/5/18 9:42,3,Error Message: Eject the teaching wire. is Cancel,80,0,
8/5/18 9:43,2,Button Change: NORMAL is to ON,257,1,
8/5/18 9:43,2,Button Change: SAMPLE is to OFF,261,0,
8/5/18 9:43,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 9:43,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 9:44,1,Work Data Change: Strip Length 1 is from 3.7 to 3.5,513,3.7,3.5
8/5/18 9:44,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:44,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:44,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 9:44,2,Button Change: SAMPLE is to ON,261,1,
8/5/18 9:44,2,Button Change: NORMAL is to ON,257,1,
8/5/18 9:44,2,Button Change: SAMPLE is to OFF,261,0,
8/5/18 9:44,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 9:44,2,Button Change: Strip teaching status 1 is to ON,2053,1,
8/5/18 9:44,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 9:44,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 9:44,2,Button Change: Strip teaching status 1 is to OFF,2053,0,
8/5/18 9:44,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 9:44,3,Error Message: Eject the teaching wire. is Occurred,80,1,
8/5/18 9:44,3,Error Message: Eject the teaching wire. is Cancel,80,0,
8/5/18 9:55,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 9:55,2,Button Change: SAMPLE is to ON,261,1,
8/5/18 9:57,2,Button Change: NORMAL is to ON,257,1,
8/5/18 9:57,2,Button Change: SAMPLE is to OFF,261,0,
8/5/18 10:05,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 10:05,2,Button Change: SAMPLE is to ON,261,1,
8/5/18 10:07,1,Work Data Change: Wire Length is from 2605 to 2255,257,2605,2255
8/5/18 10:07,1,Work Data Change: Strip Length 1 is from 3.5 to 10.0,513,3.5,10
8/5/18 10:07,2,Button Change: NORMAL is to ON,257,1,
8/5/18 10:07,2,Button Change: SAMPLE is to OFF,261,0,
8/5/18 10:09,3,Error Message: Feed roller is opened is Occurred,114,1,
8/5/18 10:09,2,Button Change: Wire Loaded is to OFF,1815,0,
8/5/18 10:11,3,Error Message: Feed roller is opened is Cancel,114,0,
8/5/18 10:11,2,Button Change: Wire Loaded is to ON,1815,1,
8/5/18 10:12,1,Work Data Change: Wire Length is from 2255 to 2605,257,2255,2605
8/5/18 10:12,1,Work Data Change: Strip Length 1 is from 10.0 to 4.0,513,10,4
8/5/18 10:12,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 10:12,2,Button Change: SAMPLE is to ON,261,1,
8/5/18 10:13,3,Error Message: Servo Alarm: Feed is Occurred,11,1,
8/5/18 10:13,3,Error Message: Servo Alarm: Side 1 slider is Occurred,12,1,
8/5/18 10:13,3,Error Message: Servo Alarm: Side 2 slider is Occurred,15,1,
8/5/18 10:13,3,Error Message: Servo Alarm: Side 1 stripper is Occurred,18,1,
8/5/18 10:13,3,Error Message: Servo Alarm: Side 2 stripper is Occurred,19,1,
8/5/18 10:13,3,Error Message: Servo Alarm: Ejector is Occurred,20,1,
8/5/18 10:13,3,Error Message: Servo Alarm: Swing is Occurred,13,1,
8/5/18 10:13,3,Error Message: Servo Alarm: Transfer is Occurred,16,1,
8/5/18 10:13,3,Error Message: Servo Alarm: Side 1  crimper is Occurred,14,1,
8/5/18 10:13,3,Error Message: Servo Alarm: Side 2 crimper is Occurred,17,1,
8/5/18 10:13,3,Error Message: Emergency Stop is Occurred,21,1,
8/5/18 10:13,3,Error Message: Air pressure drop is Occurred,23,1,
8/5/18 10:13,3,Error Message: Servo Alarm: Feed is Cancel,11,0,
8/5/18 10:13,3,Error Message: Servo Alarm: Side 1 slider is Cancel,12,0,
8/5/18 10:13,3,Error Message: Servo Alarm: Swing is Cancel,13,0,
8/5/18 10:13,3,Error Message: Servo Alarm: Side 1  crimper is Cancel,14,0,
8/5/18 10:13,3,Error Message: Servo Alarm: Side 2 slider is Cancel,15,0,
8/5/18 10:13,3,Error Message: Servo Alarm: Transfer is Cancel,16,0,
8/5/18 10:13,3,Error Message: Servo Alarm: Side 2 crimper is Cancel,17,0,
8/5/18 10:13,3,Error Message: Servo Alarm: Side 1 stripper is Cancel,18,0,
8/5/18 10:13,3,Error Message: Servo Alarm: Side 2 stripper is Cancel,19,0,
8/5/18 10:13,3,Error Message: Servo Alarm: Ejector is Cancel,20,0,
8/5/18 10:13,3,Error Message: Emergency Stop is Cancel,21,0,
8/5/18 10:13,3,Error Message: Air pressure drop is Cancel,23,0,
8/5/18 10:13,3,Error Message: Feed roller is opened is Occurred,114,1,
8/5/18 10:13,2,Button Change: Wire Loaded is to OFF,1815,0,
8/5/18 10:13,2,Button Change: Wire Loaded is to ON,1815,1,
8/5/18 10:13,3,Error Message: Feed roller is opened is Cancel,114,0,
8/5/18 10:13,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 10:13,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 10:14,2,Button Change: NORMAL is to ON,257,1,
8/5/18 10:14,2,Button Change: SAMPLE is to OFF,261,0,
8/5/18 10:19,3,Error Message: Feed roller is opened is Occurred,114,1,
8/5/18 10:19,2,Button Change: Wire Loaded is to OFF,1815,0,
8/5/18 10:19,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 10:19,2,Button Change: SAMPLE is to ON,261,1,
8/5/18 10:22,3,Error Message: Feed roller is opened is Cancel,114,0,
8/5/18 10:22,2,Button Change: Wire Loaded is to ON,1815,1,
8/5/18 10:22,1,Work Data Change: Wire Length is from 2605 to 860,257,2605,860
8/5/18 10:22,1,Work Data Change: Strip Length 1 is from 4.0 to 6.5,513,4,6.5
8/5/18 10:23,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 10:23,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 10:24,1,Work Data Change: Wire Feed Speed 3 is from 3.0 to 5.0,2566,3,5
8/5/18 10:24,1,Work Data Change: Wire Feed Speed 2 is from 3.0 to 5.0,2565,3,5
8/5/18 10:24,1,Work Data Change: Wire Feed Speed 1 is from 3.0 to 5.0,2564,3,5
8/5/18 10:24,2,Button Change: NORMAL is to ON,257,1,
8/5/18 10:24,2,Button Change: SAMPLE is to OFF,261,0,
8/5/18 10:24,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 10:24,2,Button Change: SAMPLE is to ON,261,1,
8/5/18 10:24,2,Button Change: NORMAL is to ON,257,1,
8/5/18 10:24,2,Button Change: SAMPLE is to OFF,261,0,
8/5/18 10:35,1,Work Data Change: Wire Length is from 860 to 885,257,860,885
8/5/18 10:35,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 10:35,2,Button Change: SAMPLE is to ON,261,1,
8/5/18 10:36,2,Button Change: NORMAL is to ON,257,1,
8/5/18 10:36,2,Button Change: SAMPLE is to OFF,261,0,
8/5/18 10:46,1,Work Data Change: Wire Length is from 885 to 910,257,885,910
8/5/18 10:58,2,Button Change: NORMAL is to OFF,257,0,
8/5/18 10:58,2,Button Change: SAMPLE is to ON,261,1,
8/5/18 11:01,3,Error Message: Feed roller is opened is Occurred,114,1,
8/5/18 11:01,2,Button Change: Wire Loaded is to OFF,1815,0,
8/5/18 11:02,3,Error Message: Feed roller is opened is Cancel,114,0,
8/5/18 11:02,2,Button Change: Wire Loaded is to ON,1815,1,
8/5/18 11:02,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 11:02,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 11:02,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 11:02,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 11:02,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 11:02,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 11:02,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 11:02,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 11:03,1,Work Data Change: Wire Length is from 910 to 1505,257,910,1505
8/5/18 11:03,1,Work Data Change: Strip Length 1 is from 6.5 to 10.0,513,6.5,10
8/5/18 11:03,2,Button Change: CFM Teaching status is to ON,1806,1,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 11:03,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 11:03,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 11:03,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 11:03,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 11:03,2,Button Change: CFM Teaching status is to OFF,1806,0,
8/5/18 11:03,2,Button Change: CFM Teaching status is to ON,1806,1,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 11:03,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 11:03,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 11:03,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 11:03,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 11:03,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 11:03,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 11:03,2,Button Change: Strip teaching status 2 is to ON,2055,1,
8/5/18 11:03,2,Button Change: Strip teaching status 2 is to OFF,2055,0,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 11:03,3,Error Message: Eject the teaching wire. is Occurred,80,1,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 11:03,3,Error Message: Eject the teaching wire. is Cancel,80,0,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 11:03,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 11:03,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 11:03,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 11:04,1,Work Data Change: Strip Depth (Open length) is from 0.35 to 0.50,515,0.35,0.5
8/5/18 11:04,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 11:04,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 11:04,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 11:04,3,Error Message: Stop before the waster eject is Cancel,70,0,
8/5/18 11:04,3,Error Message: Defect detection: Side1 miss-strip is Occurred,41,1,
8/5/18 11:04,3,Error Message: Stop before the waster eject is Occurred,70,1,
8/5/18 11:04,3,Error Message: Defect detection: Side1 miss-strip is Cancel,41,0,
8/5/18 11:04,3,Error Message: Stop before the waster eject is Cancel,70,0,
